DATSUN 280-ZX;32.70;6;168.00;132.00;2910.00;11.40;80;Japan
MAZDA RX-7 GS;23.70;3;70.00;100.00;2420.00;12.50;80;Japan
TRIUMPH TR7 COUPE;35.00;4;122.00;88.00;2500.00;15.10;80;Europe
FORD MUSTANG COBRA;23.60;4;140.00;0.00;2905.00;14.30;80;US
HONDA ACCORD;32.40;4;107.00;72.00;2290.00;17.00;80;Japan
PLYMOUTH RELIANT;27.20;4;135.00;84.00;2490.00;15.70;81;US
BUICK SKYLARK;26.60;4;151.00;84.00;2635.00;16.40;81;US
DODGE ARIES WAGON (SW);25.80;4;156.00;92.00;2620.00;14.40;81;US
CHEVROLET CITATION;23.50;6;173.00;110.00;2725.00;12.60;81;US
PLYMOUTH RELIANT;30.00;4;135.00;84.00;2385.00;12.90;81;US
TOYOTA STARLET;39.10;4;79.00;58.00;1755.00;16.90;81;Japan
PLYMOUTH CHAMP;39.00;4;86.00;64.00;1875.00;16.40;81;US
HONDA CIVIC 1300;35.10;4;81.00;60.00;1760.00;16.10;81;Japan
SUBARU;32.30;4;97.00;67.00;2065.00;17.80;81;Japan
DATSUN 210 MPG;37.00;4;85.00;65.00;1975.00;19.40;81;Japan
TOYOTA TERCEL;37.70;4;89.00;62.00;2050.00;17.30;81;Japan
MAZDA GLC 4;34.10;4;91.00;68.00;1985.00;16.00;81;Japan
PLYMOUTH HORIZON 4;34.70;4;105.00;63.00;2215.00;14.90;81;US
FORD ESCORT 4W;34.40;4;98.00;65.00;2045.00;16.20;81;US
FORD ESCORT 2H;29.90;4;98.00;65.00;2380.00;20.70;81;US
VOLKSWAGEN JETTA;33.00;4;105.00;74.00;2190.00;14.20;81;Europe
RENAULT 18I;34.50;4;100.00;0.00;2320.00;15.80;81;Europe
HONDA PRELUDE;33.70;4;107.00;75.00;2210.00;14.40;81;Japan
TOYOTA COROLLA;32.40;4;108.00;75.00;2350.00;16.80;81;Japan
DATSUN 200SX;32.90;4;119.00;100.00;2615.00;14.80;81;Japan
MAZDA 626;31.60;4;120.00;74.00;2635.00;18.30;81;Japan
PEUGEOT 505S TURBO DIESEL;28.10;4;141.00;80.00;3230.00;20.40;81;Europe
SAAB 900S;0.00;4;121.00;110.00;2800.00;15.40;81;Europe
VOLVO DIESEL;30.70;6;145.00;76.00;3160.00;19.60;81;Europe
TOYOTA CRESSIDA;25.40;6;168.00;116.00;2900.00;12.60;81;Japan
DATSUN 810 MAXIMA;24.20;6;146.00;120.00;2930.00;13.80;81;Japan
BUICK CENTURY;22.40;6;231.00;110.00;3415.00;15.80;81;US
OLDSMOBILE CUTLASS LS;26.60;8;350.00;105.00;3725.00;19.00;81;US
FORD GRENADA GL;20.20;6;200.00;88.00;3060.00;17.10;81;US
CHRYSLER LEBARON SALON;17.60;6;225.00;85.00;3465.00;16.60;81;US
CHEVROLET CAVALIER;28.00;4;112.00;88.00;2605.00;19.60;82;US
CHEVROLET CAVALIER WAGON;27.00;4;112.00;88.00;2640.00;18.60;82;US
CHEVROLET CAVALIER 2-DOOR;34.00;4;112.00;88.00;2395.00;18.00;82;US
PONTIAC J2000 SE HATCHBACK;31.00;4;112.00;85.00;2575.00;16.20;82;US
DODGE ARIES SE;29.00;4;135.00;84.00;2525.00;16.00;82;US
PONTIAC PHOENIX;27.00;4;151.00;90.00;2735.00;18.00;82;US
FORD FAIRMONT FUTURA;24.00;4;140.00;92.00;2865.00;16.40;82;US
AMC CONCORD DL;23.00;4;151.00;0.00;3035.00;20.50;82;US
VOLKSWAGEN RABBIT L;36.00;4;105.00;74.00;1980.00;15.30;82;Europe
MAZDA GLC CUSTOM L;37.00;4;91.00;68.00;2025.00;18.20;82;Japan
MAZDA GLC CUSTOM;31.00;4;91.00;68.00;1970.00;17.60;82;Japan
PLYMOUTH HORIZON MISER;38.00;4;105.00;63.00;2125.00;14.70;82;US
MERCURY LYNX L;36.00;4;98.00;70.00;2125.00;17.30;82;US
NISSAN STANZA XE;36.00;4;120.00;88.00;2160.00;14.50;82;Japan
HONDA ACCORD;36.00;4;107.00;75.00;2205.00;14.50;82;Japan
TOYOTA COROLLA;34.00;4;108.00;70.00;2245.00;16.90;82;Japan
HONDA CIVIC;38.00;4;91.00;67.00;1965.00;15.00;82;Japan
HONDA CIVIC (AUTO);32.00;4;91.00;67.00;1965.00;15.70;82;Japan
DATSUN 310 GX;38.00;4;91.00;67.00;1995.00;16.20;82;Japan
BUICK CENTURY LIMITED;25.00;6;181.00;110.00;2945.00;16.40;82;US
OLDSMOBILE CUTLASS CIERA (DIESEL);38.00;6;262.00;85.00;3015.00;17.00;82;US
CHRYSLER LEBARON MEDALLION;26.00;4;156.00;92.00;2585.00;14.50;82;US
FORD GRENADA L;22.00;6;232.00;112.00;2835.00;14.70;82;US
TOYOTA CELICA GT;32.00;4;144.00;96.00;2665.00;13.90;82;Japan
DODGE CHARGER 2.2;36.00;4;135.00;84.00;2370.00;13.00;82;US
CHEVROLET CAMARO;27.00;4;151.00;90.00;2950.00;17.30;82;US
FORD MUSTANG GL;27.00;4;140.00;86.00;2790.00;15.60;82;US
VOLKSWAGEN PICKUP;44.00;4;97.00;52.00;2130.00;24.60;82;Europe
DODGE RAMPAGE;32.00;4;135.00;84.00;2295.00;11.60;82;US
FORD RANGER;28.00;4;120.00;79.00;2625.00;18.60;82;US
CHEVY S-10;31.00;4;119.00;82.00;2720.00;19.40;82;US
